Move,Use Percentage,Pokemon,Monthly Move Use,Damage Class,Type1,Type2
Rock Slide,14.781,Gallade,0,Physical,Psychic,Fighting
Rock Slide,13.138,Malamar,0,Physical,Dark,Psychic
Rock Slide,54.998,Lycanroc Dusk Form,0,Physical,Rock,Rock
Rock Slide,9.618,Bouffalant,0,Physical,Normal,Normal
Rock Slide,64.103,Sandaconda,0,Physical,Ground,Ground
Rock Slide,66.684,Miltank,0,Physical,Normal,Normal
Rock Slide,65.246,Heracross,0,Physical,Bug,Fighting
Rock Slide,43.329,Falinks,0,Physical,Fighting,Fighting
Rock Slide,14.736,Flygon,0,Physical,Ground,Dragon
Rock Slide,82.689,Crustle,0,Physical,Rock,Bug
Rock Slide,3.997,Dusknoir,0,Physical,Ghost,Ghost
Rock Slide,5.009,Drapion,0,Physical,Dark,Poison
Rock Slide,25.316,Passimian,0,Physical,Fighting,Fighting
Rock Slide,98.209,Lycanroc Midday Form,0,Physical,Rock,Rock
Rock Slide,84.337,Marowak,0,Physical,Ground,Ground
Rock Slide,14.619,Alolan Sandslash,0,Physical,Ice,Steel
Rock Slide,27.997,Poliwrath,0,Physical,Water,Fighting
Rock Slide,27.303,Lycanroc Midnight Form,0,Physical,Rock,Rock
Rock Slide,31.395,Hitmonlee,0,Physical,Fighting,Fighting
Rock Slide,9.285,Scolipede,0,Physical,Bug,Poison
Rock Slide,53.596,Dunsparce,0,Physical,Normal,Normal
Rock Slide,70.676,Sandslash,0,Physical,Ground,Ground
Rock Slide,4.941,Steelix,0,Physical,Ground,Steel
Stone Edge,77.952,Entei,38.976,Physical,Fire,Fire
Stone Edge,64.116,Landorus Incarnate Forme,14.74668,Physical,Ground,Flying
Stone Edge,8.98,Dusk Mane Necrozma,4.4002,Physical,Psychic,Steel
Stone Edge,8.282,Dracovish,2.65024,Physical,Water,Dragon
Stone Edge,15.44,Stakataka,3.5512,Physical,Steel,Rock
Stone Edge,4.129,Tyranitar,0.99096,Physical,Rock,Dark
Stone Edge,9.07,Tapu Bulu,0.1814,Physical,Grass,Fairy
Stone Edge,69.793,Kabutops,2.79172,Physical,Water,Rock
Stone Edge,34.534,Bisharp,3.4534,Physical,Dark,Steel
Stone Edge,20.304,Rhyperior,1.82736,Physical,Ground,Rock
Stone Edge,11.132,Giratina Altered Forme,1.00188,Physical,Ghost,Dragon
Stone Edge,5.87,Terrakion,0.2935,Physical,Rock,Fighting
Stone Edge,81.122,Cobalion,4.86732,Physical,Fighting,Steel
Stone Edge,85.961,Machamp,3.43844,Physical,Fighting,Fighting
Stone Edge,25.702,Virizion,0,Physical,Grass,Fighting
Stone Edge,10.927,Beartic,0,Physical,Ice,Ice
Stone Edge,9.037,Copperajah,0,Physical,Steel,Steel
Stone Edge,10.804,Arctozolt,0,Physical,Electric,Ice
Stone Edge,30.927,Sandaconda,0,Physical,Ground,Ground
Stone Edge,12.366,Heracross,0,Physical,Bug,Fighting
Stone Edge,16.93,Crustle,0,Physical,Rock,Bug
Stone Edge,82.05,Lycanroc Midnight Form,0,Physical,Rock,Rock
Stone Edge,20.389,Hitmonlee,0,Physical,Fighting,Fighting
Heavy Slam,7.257,Calyrex Ice Rider,21.33558,Physical,Psychic,Ice
Heavy Slam,26.864,Celesteela,6.98464,Physical,Flying,Steel
Heavy Slam,77.675,Glastrier,10.09775,Physical,Ice,Ice
Heavy Slam,43.846,Mudsdale,2.63076,Physical,Ground,Ground
Heavy Slam,56.707,Stonjourner,1.70121,Physical,Rock,Rock
Heavy Slam,5.333,Beartic,0,Physical,Ice,Ice
Heavy Slam,17.714,Copperajah,0,Physical,Steel,Steel
Heavy Slam,10.092,Flapple,0,Physical,Grass,Dragon
Fire Punch,3.947,Tyranitar,0.94728,Physical,Rock,Dark
Fire Punch,17.822,Dragonite,1.7822,Physical,Flying,Dragon
Fire Punch,9.128,Obstagoon,0.54768,Physical,Dark,Normal
Fire Punch,6.307,Rhyperior,0.56763,Physical,Ground,Rock
Fire Punch,8.86,Conkeldurr,0.886,Physical,Fighting,Fighting
Fire Punch,11.956,Goodra,0.71736,Physical,Dragon,Dragon
Fire Punch,8.05,Hawlucha,0.2415,Physical,Fighting,Flying
Fire Punch,3.944,Lopunny,0,Physical,Normal,Normal
Fire Punch,6.326,Miltank,0,Physical,Normal,Normal
Fire Punch,25.177,Dusknoir,0,Physical,Ghost,Ghost
Fire Punch,97.474,Druddigon,0,Physical,Dragon,Dragon
Fire Punch,43,Marowak,0,Physical,Ground,Ground
Fire Punch,8.256,Lycanroc Midnight Form,0,Physical,Rock,Rock
Fire Punch,13.139,Lickilicky,0,Physical,Normal,Normal
Heat Crash,28.138,Copperajah,0,Physical,Steel,Steel
Swords Dance,37.344,Landorus Therian Forme,137.79936,Status,Ground,Flying
Swords Dance,10.328,Calyrex Ice Rider,30.36432,Status,Psychic,Ice
Swords Dance,19.905,Dusk Mane Necrozma,9.75345,Status,Psychic,Steel
Swords Dance,18.215,Garchomp,2.73225,Status,Ground,Dragon
Swords Dance,21,Aegislash Shield Forme,2.1,Status,Steel,Ghost
Swords Dance,24.619,Bisharp,2.4619,Status,Dark,Steel
Swords Dance,28.332,Rhyperior,2.54988,Status,Ground,Rock
Swords Dance,13.27,Hawlucha,0.3981,Status,Fighting,Flying
Swords Dance,16.359,Virizion,0,Status,Grass,Fighting
Swords Dance,15.488,Golisopod,0,Status,Bug,Water
Swords Dance,23.176,Lycanroc Dusk Form,0,Status,Rock,Rock
Swords Dance,11.444,Decidueye,0,Status,Grass,Ghost
Swords Dance,18.968,Lycanroc Midday Form,0,Status,Rock,Rock
Swords Dance,50.12,Scyther,0,Status,Bug,Flying
Swords Dance,28.469,Alolan Sandslash,0,Status,Ice,Steel
Swords Dance,9.443,Lycanroc Midnight Form,0,Status,Rock,Rock
Swords Dance,9.263,Lickilicky,0,Status,Normal,Normal
Swords Dance,13.862,Scolipede,0,Status,Bug,Poison
Giga Impact,15.59,Kartana,18.3962,Physical,Grass,Steel
Giga Impact,99.433,Regigigas,36.79021,Physical,Normal,Normal
Giga Impact,5.451,Snorlax,0.98118,Physical,Normal,Normal
Giga Impact,9.842,Kangaskhan,0.59052,Physical,Normal,Normal
Giga Impact,48.102,Diggersby,0.48102,Physical,Normal,Ground
Giga Impact,5.547,Tauros,0.16641,Physical,Normal,Normal
Giga Impact,21.27,Braviary,0,Physical,Normal,Flying
Giga Impact,5.245,Bouffalant,0,Physical,Normal,Normal
Giga Impact,52.864,Stoutland,0,Physical,Normal,Normal
Rock Tomb,9.178,Landorus Therian Forme,33.86682,Physical,Ground,Flying
Rock Tomb,8.265,Mienshao,1.4877,Physical,Fighting,Fighting
Rock Tomb,73.229,Lucario,6.59061,Physical,Fighting,Steel
Rock Tomb,24.578,Stonjourner,0.73734,Physical,Rock,Rock
Rock Tomb,21.944,Hawlucha,0.65832,Physical,Fighting,Flying
Rock Tomb,81.401,Haxorus,0,Physical,Dragon,Dragon
Bulldoze,6.471,Landorus Therian Forme,23.87799,Physical,Ground,Flying
Bulldoze,20.967,Entei,10.4835,Physical,Fire,Fire
Bulldoze,38.715,Spectrier,7.35585,Physical,Ghost,Ghost
Bulldoze,4.828,Hydreigon,0.62764,Physical,Dark,Dragon
Bulldoze,7.123,Salamence,0.56984,Physical,Flying,Dragon
Bulldoze,53.102,Raikou,3.71714,Physical,Electric,Electric
Bulldoze,37.996,Dracozolt,3.03968,Physical,Electric,Dragon
Bulldoze,6.854,Sceptile,0.3427,Physical,Grass,Grass
Bulldoze,73.229,Lucario,6.59061,Physical,Fighting,Steel
Bulldoze,26.147,Altaria,0.78441,Physical,Flying,Dragon
Bulldoze,8.696,Latias,0.52176,Physical,Psychic,Dragon
Bulldoze,9.989,Alolan Exeggutor,0.59934,Physical,Grass,Dragon
Bulldoze,9.952,Aerodactyl,0.4976,Physical,Rock,Flying
Bulldoze,31.605,Conkeldurr,3.1605,Physical,Fighting,Fighting
Bulldoze,8.124,Terrakion,0.4062,Physical,Rock,Fighting
Bulldoze,5.395,Runerigus,0,Physical,Ground,Ghost
Bulldoze,3.655,Sharpedo,0,Physical,Water,Dark
Bulldoze,47.886,Galarian Slowbro,0,Physical,Poison,Psychic
Bulldoze,11.003,Claydol,0,Physical,Ground,Psychic
Bulldoze,4.726,Flygon,0,Physical,Ground,Dragon
Bulldoze,11.792,Dusknoir,0,Physical,Ghost,Ghost
Bulldoze,19.081,Lickilicky,0,Physical,Normal,Normal
Bulldoze,9.736,Scolipede,0,Physical,Bug,Poison
Bulldoze,61.897,Sandslash,0,Physical,Ground,Ground
Astral Barrage,99.995,Calyrex Shadow Rider,362.98185,Special,Psychic,Ghost
Expanding Force,44.349,Calyrex Shadow Rider,160.98687,Special,Psychic,Ghost
Expanding Force,86.47,Indeedee Female,334.6389,Special,Normal,Psychic
Expanding Force,99.251,Indeedee Male,25.80526,Special,Normal,Psychic
Expanding Force,4.804,Dusk Mane Necrozma,2.35396,Special,Psychic,Steel
Expanding Force,84.501,Hatterene,18.59022,Special,Psychic,Fairy
Expanding Force,72.61,Slowking,1.4522,Special,Water,Psychic
Expanding Force,28.995,Galarian Articuno,4.0593,Special,Psychic,Flying
Expanding Force,70.231,Slowbro,2.80924,Special,Water,Psychic
Expanding Force,54.489,Oranguru,9.26313,Special,Normal,Psychic
Expanding Force,5.188,Exeggutor,0.15564,Special,Grass,Psychic
Expanding Force,54.43,Espeon,1.6329,Special,Psychic,Psychic
Expanding Force,93.056,Alolan Raichu,0,Special,Electric,Psychic
Expanding Force,99.281,Alakazam,0,Special,Psychic,Psychic
Expanding Force,79.794,Starmie,0,Special,Water,Psychic
Expanding Force,93.646,Galarian Slowbro,0,Special,Poison,Psychic
Expanding Force,20.237,Claydol,0,Special,Ground,Psychic
Expanding Force,81.611,Reuniclus,0,Special,Psychic,Psychic
Expanding Force,12.082,Wigglytuff,0,Special,Normal,Fairy
Expanding Force,95.954,Gardevoir,0,Special,Psychic,Fairy
Expanding Force,83.206,Sigilyph,0,Special,Psychic,Flying
Expanding Force,73.762,Orbeetle,0,Special,Bug,Psychic
Expanding Force,93.324,Beheeyem,0,Special,Psychic,Psychic
Will O Wisp,42.417,Calyrex Shadow Rider,153.97371,Status,Psychic,Ghost
Will O Wisp,19.226,Dusclops,16.91888,Status,Ghost,Ghost
Will O Wisp,98.913,Weezing,42.53259,Status,Poison,Poison
Will O Wisp,86.776,Sableye,40.78472,Status,Ghost,Dark
Will O Wisp,79.992,Mimikyu,91.19088,Status,Ghost,Fairy
Will O Wisp,56.661,Heat Rotom,24.36423,Status,Electric,Fire
Will O Wisp,48.47,Dragapult,26.1738,Status,Ghost,Dragon
Will O Wisp,89.432,Spectrier,16.99208,Status,Ghost,Ghost
Will O Wisp,89.474,Arcanine,20.57902,Status,Fire,Fire
Will O Wisp,22.672,Volcarona,6.34816,Status,Fire,Bug
Will O Wisp,51.275,Talonflame,11.2805,Status,Fire,Flying
Will O Wisp,45.424,Wash Rotom,7.26784,Status,Electric,Water
Will O Wisp,93.353,Galarian Weezing,7.46824,Status,Poison,Fairy
Will O Wisp,9.8,Moltres,0.294,Status,Fire,Flying
Will O Wisp,95.559,Drifblim,2.86677,Status,Ghost,Flying
Will O Wisp,51.433,Froslass,2.05732,Status,Ice,Ghost
Will O Wisp,20.549,Jellicent,1.23294,Status,Water,Ghost
Will O Wisp,19.273,Giratina Altered Forme,1.73457,Status,Ghost,Dragon
Will O Wisp,43.491,Mow Rotom,1.30473,Status,Electric,Grass
Will O Wisp,6.35,Gengar,0.635,Status,Ghost,Poison
Will O Wisp,8.306,Runerigus,0,Status,Ground,Ghost
Will O Wisp,35.701,Cofagrigus,0,Status,Ghost,Ghost
Will O Wisp,25.717,Ninetales,0,Status,Fire,Fire
Will O Wisp,24.603,Gourgeist Small Size,0,Status,Grass,Ghost
Will O Wisp,13.49,Frost Rotom,0,Status,Electric,Ice
Will O Wisp,25.925,Polteageist,0,Status,Ghost,Ghost
Will O Wisp,78.352,Gourgeist Super Size,0,Status,Grass,Ghost
Will O Wisp,78.589,Galarian Corsola,0,Status,Ghost,Ghost
Mud Shot,26.909,Calyrex Shadow Rider,97.67967,Special,Psychic,Ghost
Mud Shot,6.835,Spectrier,1.29865,Special,Ghost,Ghost
Mud Shot,6.824,Milotic,2.0472,Special,Water,Water
Mud Shot,70.091,Slowbro,2.80364,Special,Water,Psychic
Mud Shot,36.583,Vikavolt,1.09749,Special,Bug,Electric
Mud Shot,16.404,Thievul,0,Special,Dark,Dark
Mud Shot,2.635,Galarian Slowbro,0,Special,Poison,Psychic
Psyshock,18.397,Calyrex Shadow Rider,66.78111,Special,Psychic,Ghost
Psyshock,10.628,Tapu Lele,2.44444,Special,Psychic,Fairy
Psyshock,47.127,Meowstic Male,7.06905,Special,Psychic,Psychic
Psyshock,8.727,Latias,0.52362,Special,Psychic,Dragon
Psyshock,23.744,Cresselia,2.3744,Special,Psychic,Psychic
Psyshock,40.793,Mime Galarian Mr. Mime,0.81586,Special,Psychic,Ice
Psyshock,14.009,Reuniclus,0,Special,Psychic,Psychic
Leaf Storm,17.106,Calyrex Shadow Rider,62.09478,Special,Psychic,Ghost
Leaf Storm,61.615,Venusaur,125.6946,Special,Grass,Poison
Leaf Storm,41.766,Ludicolo,6.68256,Special,Water,Grass
Leaf Storm,78.914,Sceptile,3.9457,Special,Grass,Grass
Leaf Storm,6.399,Lurantis,0.25596,Special,Grass,Grass
Leaf Storm,17.41,Alolan Exeggutor,1.0446,Special,Grass,Dragon
Leaf Storm,20.56,Abomasnow,1.028,Special,Grass,Ice
Leaf Storm,99.954,Mow Rotom,2.99862,Special,Electric,Grass
Leaf Storm,46.244,Lilligant,0,Special,Grass,Grass
Leaf Storm,91.298,Roserade,0,Special,Grass,Poison
Leaf Storm,51.925,Tangrowth,0,Special,Grass,Grass
Leaf Storm,19.655,Decidueye,0,Special,Grass,Ghost
Leaf Storm,39.806,Maractus,0,Special,Grass,Grass
Trick Room,10.284,Calyrex Shadow Rider,37.33092,Status,Psychic,Ghost
Trick Room,10.418,Whimsicott,44.2765,Status,Grass,Fairy
Trick Room,80.271,Calyrex Ice Rider,235.99674,Status,Psychic,Ice
Trick Room,89.721,Porygon2,104.97357,Status,Normal,Normal
Trick Room,99.72,Dusclops,87.7536,Status,Ghost,Ghost
Trick Room,90.227,Mimikyu,102.85878,Status,Ghost,Fairy
Trick Room,26.848,Gothitelle,5.3696,Status,Psychic,Psychic
Trick Room,89.1,Bronzong,24.057,Status,Psychic,Steel
Trick Room,81.248,Indeedee Male,21.12448,Status,Normal,Psychic
Trick Room,61.193,Comfey,33.04422,Status,Fairy,Fairy
Trick Room,98.313,Dawn Wings Necrozma,9.8313,Status,Psychic,Ghost
Trick Room,67.44,Dusk Mane Necrozma,33.0456,Status,Psychic,Steel
Trick Room,6.541,Meowstic Male,0.98115,Status,Psychic,Psychic
Trick Room,93.105,Stakataka,21.41415,Status,Steel,Rock
Trick Room,76.27,Klinklang,674.2268,Status,Steel,Steel
Trick Room,84.068,Hatterene,18.49496,Status,Psychic,Fairy
Trick Room,86.098,Slowking,1.72196,Status,Water,Psychic
Trick Room,70.209,Galarian Articuno,9.82926,Status,Psychic,Flying
Trick Room,74.327,Slowbro,2.97308,Status,Water,Psychic
Trick Room,94.086,Oranguru,15.99462,Status,Normal,Psychic
Trick Room,17.683,Nihilego,1.23781,Status,Rock,Poison
Trick Room,73.539,Chandelure,6.61851,Status,Fire,Ghost
Trick Room,41.094,Porygon-Z,2.87658,Status,Normal,Normal
Trick Room,97.28,Jellicent,5.8368,Status,Water,Ghost
Trick Room,99.562,Alolan Exeggutor,5.97372,Status,Grass,Dragon
Trick Room,5.117,Trevenant,0.10234,Status,Grass,Ghost
Trick Room,71.706,Cresselia,7.1706,Status,Psychic,Psychic
Trick Room,98.937,Mr. Rime,1.97874,Status,Psychic,Ice
Trick Room,31.653,Gengar,3.1653,Status,Ghost,Poison
Trick Room,46.119,Espeon,1.38357,Status,Psychic,Psychic
Trick Room,87.217,Runerigus,0,Status,Ground,Ghost
Trick Room,31.882,Alakazam,0,Status,Psychic,Psychic
Trick Room,97.278,Cofagrigus,0,Status,Ghost,Ghost
Trick Room,13.289,Starmie,0,Status,Water,Psychic
Trick Room,34.985,Mr. Mime,0,Status,Psychic,Fairy
Trick Room,27.514,Gallade,0,Status,Psychic,Fighting
Trick Room,74.028,Gourgeist Small Size,0,Status,Grass,Ghost
Trick Room,68.45,Malamar,0,Status,Dark,Psychic
Trick Room,82.873,Galarian Slowbro,0,Status,Poison,Psychic
Trick Room,99.68,Aromatisse,0,Status,Fairy,Fairy
Trick Room,97.989,Gourgeist Super Size,0,Status,Grass,Ghost
Trick Room,86.003,Claydol,0,Status,Ground,Psychic
Trick Room,94.054,Reuniclus,0,Status,Psychic,Psychic
Trick Room,91.525,Dusknoir,0,Status,Ghost,Ghost
Trick Room,84.948,Gardevoir,0,Status,Psychic,Fairy
Trick Room,87.535,Sigilyph,0,Status,Psychic,Flying
Trick Room,75.249,Orbeetle,0,Status,Bug,Psychic
Trick Room,14.673,Beheeyem,0,Status,Psychic,Psychic
Trick Room,91.199,Mime Jr.,0,Status,Psychic,Fairy
Trick Room,99.986,Gourgeist Large Size,0,Status,Grass,Ghost
Energy Ball,7.051,Calyrex Shadow Rider,25.59513,Special,Psychic,Ghost
Energy Ball,38.249,Whimsicott,162.55825,Special,Grass,Fairy
Energy Ball,13.322,Tapu Lele,3.06406,Special,Psychic,Fairy
Energy Ball,11.243,Celesteela,2.92318,Special,Flying,Steel
Energy Ball,34.295,Ludicolo,5.4872,Special,Water,Grass
Energy Ball,14.182,Primarina,1.56002,Special,Water,Fairy
Energy Ball,10.81,Chandelure,0.9729,Special,Fire,Ghost
Energy Ball,9.565,Sceptile,0.47825,Special,Grass,Grass
Energy Ball,24.574,Cherrim,1.96592,Special,Grass,Grass
Energy Ball,82.448,Exeggutor,2.47344,Special,Grass,Psychic
Energy Ball,8.132,Latias,0.48792,Special,Psychic,Dragon
Energy Ball,40.742,Cradily,4.48162,Special,Rock,Grass
Energy Ball,31.88,Abomasnow,1.594,Special,Grass,Ice
Energy Ball,51.566,Vikavolt,1.54698,Special,Bug,Electric
Energy Ball,8.593,Cresselia,0.8593,Special,Psychic,Psychic
Energy Ball,49.345,Xurkitree,1.9738,Special,Electric,Electric
Energy Ball,27.188,Gengar,2.7188,Special,Ghost,Poison
Energy Ball,48.861,Palossand,2.44305,Special,Ground,Ghost
Energy Ball,39.051,Drampa,1.56204,Special,Normal,Dragon
Energy Ball,12.871,Lilligant,0,Special,Grass,Grass
Energy Ball,6.404,Virizion,0,Special,Grass,Fighting
Energy Ball,10.686,Alakazam,0,Special,Psychic,Psychic
Energy Ball,3.159,Ninetales,0,Special,Fire,Fire
Energy Ball,39.791,Shiinotic,0,Special,Grass,Fairy
Energy Ball,42.136,Vileplume,0,Special,Grass,Poison
Energy Ball,11.911,Reuniclus,0,Special,Psychic,Psychic
Energy Ball,3.868,Sigilyph,0,Special,Psychic,Flying
Energy Ball,16.411,Galvantula,0,Special,Bug,Electric
Energy Ball,9.454,Maractus,0,Special,Grass,Grass
Energy Ball,15.806,Orbeetle,0,Special,Bug,Psychic
Energy Ball,90.038,Beheeyem,0,Special,Psychic,Psychic
Speed Swap,5.031,Calyrex Shadow Rider,18.26253,Status,Psychic,Ghost
Speed Swap,17.598,Bronzong,4.75146,Status,Psychic,Steel
Speed Swap,44.941,Pheromosa,13.03289,Status,Bug,Fighting
Speed Swap,11.351,Alolan Raichu,0,Status,Electric,Psychic
Speed Swap,14.679,Alakazam,0,Status,Psychic,Psychic
Speed Swap,82.033,Ribombee,0,Status,Bug,Fairy
Imprison,4.292,Calyrex Shadow Rider,15.57996,Status,Psychic,Ghost
Imprison,78.776,Indeedee Male,20.48176,Status,Normal,Psychic
Imprison,61.233,Chandelure,5.51097,Status,Fire,Ghost
Imprison,5.103,Runerigus,0,Status,Ground,Ghost
Imprison,26.181,Alakazam,0,Status,Psychic,Psychic
Imprison,10.982,Gallade,0,Status,Psychic,Fighting
Imprison,56.075,Gourgeist Small Size,0,Status,Grass,Ghost
Imprison,2.375,Galarian Slowbro,0,Status,Poison,Psychic
Imprison,17.167,Gourgeist Super Size,0,Status,Grass,Ghost
Imprison,72.714,Claydol,0,Status,Ground,Psychic
Imprison,83.492,Gardevoir,0,Status,Psychic,Fairy
Imprison,82.149,Sigilyph,0,Status,Psychic,Flying
Imprison,6.387,Decidueye,0,Status,Grass,Ghost
Imprison,70.952,Orbeetle,0,Status,Bug,Psychic
Imprison,99.986,Gourgeist Large Size,0,Status,Grass,Ghost
Fly,71.796,Thundurus Incarnate Forme,252.72192,Physical,Electric,Flying
Fly,90.761,Landorus Therian Forme,334.90809,Physical,Ground,Flying
Fly,69.188,Dragapult,37.36152,Physical,Ghost,Dragon
Fly,79.577,Landorus Incarnate Forme,18.30271,Physical,Ground,Flying
Fly,53.503,Thundurus Therian Forme,4.81527,Physical,Electric,Flying
Fly,73.574,Flapple,0,Physical,Grass,Dragon
Brick Break,43.333,Thundurus Incarnate Forme,152.53216,Physical,Electric,Flying
Brick Break,11.325,Barraskewda,4.19025,Physical,Water,Water
Brick Break,18.977,Metagross,5.12379,Physical,Psychic,Steel
Brick Break,19.779,Hitmontop,5.34033,Physical,Fighting,Fighting
Brick Break,12.437,Galarian Zapdos,3.23362,Physical,Fighting,Flying
Brick Break,9.178,Alolan Marowak,1.46848,Physical,Fire,Ghost
Brick Break,23.397,Kingler,2.10573,Physical,Water,Water
Brick Break,9.384,Garchomp,1.4076,Physical,Ground,Dragon
Brick Break,33.477,Excadrill,3.3477,Physical,Ground,Steel
Brick Break,85.023,Toxicroak,1.70046,Physical,Poison,Fighting
Brick Break,11.856,Riolu,1.54128,Physical,Fighting,Fighting
Brick Break,40.76,Darmanitan Standard Mode,1.2228,Physical,Fire,Fire
Brick Break,12.06,Obstagoon,0.7236,Physical,Dark,Normal
Brick Break,22.399,Scrafty,1.34394,Physical,Fighting,Dark
Brick Break,29.947,Hawlucha,0.89841,Physical,Fighting,Flying
Brick Break,5.075,Miltank,0,Physical,Normal,Normal
Brick Break,11.859,Crawdaunt,0,Physical,Water,Dark
Brick Break,22.15,Dusknoir,0,Physical,Ghost,Ghost
Brick Break,30.089,Drapion,0,Physical,Dark,Poison
Brick Break,6.829,Marowak,0,Physical,Ground,Ground
Brick Break,5.937,Bewear,0,Physical,Normal,Fighting
Brick Break,35.236,Scyther,0,Physical,Bug,Flying
Brick Break,31.389,Sandslash,0,Physical,Ground,Ground
Eerie Impulse,24.899,Thundurus Incarnate Forme,87.64448,Status,Electric,Flying
Eerie Impulse,34.166,Porygon2,39.97422,Status,Normal,Normal
Eerie Impulse,19.148,Zapdos,32.16864,Status,Electric,Flying
Eerie Impulse,12.494,Raichu,11.61942,Status,Electric,Electric
Eerie Impulse,17.358,Wash Rotom,2.77728,Status,Electric,Water
Eerie Impulse,29.587,Raikou,2.07109,Status,Electric,Electric
Eerie Impulse,11.179,Emolga,0,Status,Electric,Flying
Eerie Impulse,84.456,Charjabug,0,Status,Bug,Electric
Eerie Impulse,13.65,Dedenne,0,Status,Electric,Fairy
Superpower,18.7,Thundurus Incarnate Forme,65.824,Physical,Electric,Flying
Superpower,49.018,Darmanitan Galarian Standard Mode,7.3527,Physical,Ice,Ice
Superpower,5.114,Snorlax,0.92052,Physical,Normal,Normal
Superpower,86.111,Scizor,6.02777,Physical,Bug,Steel
Superpower,17.602,Tyranitar,4.22448,Physical,Rock,Dark
Superpower,46.658,Gigalith,1.86632,Physical,Rock,Rock
Superpower,99.995,Lurantis,3.9998,Physical,Grass,Grass
Superpower,15.49,Dragonite,1.549,Physical,Flying,Dragon
Superpower,10.719,Kabutops,0.42876,Physical,Water,Rock
Superpower,4.833,Rhyperior,0.43497,Physical,Ground,Rock
Superpower,31.615,Durant,1.2646,Physical,Bug,Steel
Superpower,27.442,Goodra,1.64652,Physical,Dragon,Dragon
Superpower,52.894,Beartic,0,Physical,Ice,Ice
Superpower,10.187,Copperajah,0,Physical,Steel,Steel
Superpower,99.825,Malamar,0,Physical,Dark,Psychic
Superpower,19.787,Stoutland,0,Physical,Normal,Normal
Superpower,9.104,Flygon,0,Physical,Ground,Dragon
Superpower,92.253,Druddigon,0,Physical,Dragon,Dragon
Superpower,95.825,Flareon,0,Physical,Fire,Fire
Superpower,18.661,Scolipede,0,Physical,Bug,Poison
Crunch,12.792,Thundurus Incarnate Forme,45.02784,Physical,Electric,Flying
Crunch,51.432,Entei,25.716,Physical,Fire,Fire
Crunch,34.666,Barraskewda,12.82642,Physical,Water,Water
Crunch,50.063,Dracovish,16.02016,Physical,Water,Dragon
Crunch,4.81,Salamence,0.3848,Physical,Flying,Dragon
Crunch,41.823,Tyranitar,10.03752,Physical,Rock,Dark
Crunch,16.509,Gyarados,2.47635,Physical,Water,Flying
Crunch,9.381,Centiskorch,1.12572,Physical,Fire,Bug
Crunch,25.266,Scrafty,1.51596,Physical,Fighting,Dark
Crunch,56.664,Silvally,1.13328,Physical,Normal,Normal
Crunch,9.039,Hippowdon,0,Physical,Ground,Ground
Crunch,92.529,Sharpedo,0,Physical,Water,Dark
Crunch,40.591,Crawdaunt,0,Physical,Water,Dark
Crunch,4.615,Stoutland,0,Physical,Normal,Normal
Crunch,8.457,Lycanroc Midday Form,0,Physical,Rock,Rock
Crunch,9.385,Lycanroc Midnight Form,0,Physical,Rock,Rock
Rain Dance,6.781,Thundurus Incarnate Forme,23.86912,Status,Electric,Flying
Rain Dance,12.39,Tornadus Incarnate Forme,23.6649,Status,Flying,Flying
Rain Dance,29.453,Raikou,2.06171,Status,Electric,Electric
Rain Dance,18.753,Klefki,0.93765,Status,Fairy,Steel
Rain Dance,76.317,Luxray,1.52634,Status,Electric,Electric
Rain Dance,12.436,Magneton,0,Status,Electric,Steel
Iron Tail,6.068,Thundurus Incarnate Forme,21.35936,Physical,Electric,Flying
Iron Tail,31.525,Zygarde Complete Forme,13.2405,Physical,Ground,Dragon
Iron Tail,14.64,Rhyperior,1.3176,Physical,Ground,Rock
Iron Tail,32.068,Leafeon,1.6034,Physical,Grass,Grass
Iron Tail,19.472,Goodra,1.16832,Physical,Dragon,Dragon
Iron Tail,6.811,Haxorus,0,Physical,Dragon,Dragon
Iron Tail,67.686,Flareon,0,Physical,Fire,Fire
Iron Tail,72.916,Lycanroc Midnight Form,0,Physical,Rock,Rock
Grass Knot,3.807,Thundurus Incarnate Forme,13.40064,Special,Electric,Flying
Grass Knot,5.611,Tapu Fini,4.15214,Special,Water,Fairy
Grass Knot,8.981,Landorus Incarnate Forme,2.06563,Special,Ground,Flying
Grass Knot,12.263,Tapu Koko,3.31101,Special,Electric,Fairy
Grass Knot,67.783,Thundurus Therian Forme,6.10047,Special,Electric,Flying
Grass Knot,10.546,Pikachu,1.37098,Special,Electric,Electric
Grass Knot,74.485,Nihilego,5.21395,Special,Rock,Poison
Grass Knot,9.419,Cherrim,0.75352,Special,Grass,Grass
Grass Knot,43.084,Alolan Exeggutor,2.58504,Special,Grass,Dragon
Grass Knot,31.718,Xurkitree,1.26872,Special,Electric,Electric
Grass Knot,4.069,Zoroark,0,Special,Dark,Dark
Grass Knot,8.07,Alolan Raichu,0,Special,Electric,Psychic
Grass Knot,14.653,Wigglytuff,0,Special,Normal,Fairy
Earthquake,93.103,Landorus Therian Forme,343.55007,Physical,Ground,Flying
Earthquake,11.265,Seismitoad,6.64635,Physical,Water,Ground
Earthquake,7.915,Celesteela,2.0579,Physical,Flying,Steel
Earthquake,15.203,Metagross,4.10481,Physical,Psychic,Steel
Earthquake,68.895,Dusk Mane Necrozma,33.75855,Physical,Psychic,Steel
