ID,Name,Species,Variant,Generation,Evolves_from,Type1,Type2,Total,HP,Attack,Defense,Special_Atk,Special_Def,Speed,image_url,VGC2022_rules,Monthly Usage (k)
15,Beedrill,Beedrill,NULL,1,Kakuna,Bug,Poison,395,65,90,40,45,80,75,https://img.pokemondb.net/sprites/sword-shield/icon/beedrill.png,Permitted,0
15,Mega Beedrill,Beedrill,Mega,6,Beedrill,Bug,Poison,495,65,150,40,15,80,145,https://img.pokemondb.net/sprites/sword-shield/icon/beedrill-mega.png,Banned,0
16,Pidgey,Pidgey,NULL,1,NULL,Normal,Flying,251,40,45,40,35,35,56,https://img.pokemondb.net/sprites/sword-shield/icon/pidgey.png,Permitted,0
17,Pidgeotto,Pidgeotto,NULL,1,Pidgey,Normal,Flying,349,63,60,55,50,50,71,https://img.pokemondb.net/sprites/sword-shield/icon/pidgeotto.png,Permitted,0
18,Pidgeot,Pidgeot,NULL,1,Pidgeotto,Normal,Flying,479,83,80,75,70,70,101,https://img.pokemondb.net/sprites/sword-shield/icon/pidgeot.png,Permitted,0
18,Mega Pidgeot,Pidgeot,Mega,6,Pidgeot,Normal,Flying,579,83,80,80,135,80,121,https://img.pokemondb.net/sprites/sword-shield/icon/pidgeot-mega.png,Banned,0
19,Rattata,Rattata,NULL,1,NULL,Normal,NULL,253,30,56,35,25,35,72,https://img.pokemondb.net/sprites/sword-shield/icon/rattata.png,Permitted,0
19,Alolan Rattata,Rattata,Alolan,7,NULL,Dark,Normal,253,30,56,35,25,35,72,https://img.pokemondb.net/sprites/sword-shield/icon/rattata-alolan.png,Permitted,0
20,Raticate,Raticate,NULL,1,Rattata,Normal,NULL,413,55,81,60,50,70,97,https://img.pokemondb.net/sprites/sword-shield/icon/raticate.png,Permitted,0
20,Alolan Raticate,Raticate,Alolan,7,Rattata,Dark,Normal,413,75,71,70,40,80,77,https://img.pokemondb.net/sprites/sword-shield/icon/raticate-alolan.png,Permitted,0
21,Spearow,Spearow,NULL,1,NULL,Normal,Flying,262,40,60,30,31,31,70,https://img.pokemondb.net/sprites/sword-shield/icon/spearow.png,Permitted,0
22,Fearow,Fearow,NULL,1,Spearow,Normal,Flying,442,65,90,65,61,61,100,https://img.pokemondb.net/sprites/sword-shield/icon/fearow.png,Permitted,0
23,Ekans,Ekans,NULL,1,NULL,Poison,NULL,288,35,60,44,40,54,55,https://img.pokemondb.net/sprites/sword-shield/icon/ekans.png,Permitted,0
24,Arbok,Arbok,NULL,1,Ekans,Poison,NULL,448,60,95,69,65,79,80,https://img.pokemondb.net/sprites/sword-shield/icon/arbok.png,Permitted,0
25,Partner Pikachu,Pikachu,Partner,1,Pichu,Electric,NULL,430,45,80,50,75,60,120,https://img.pokemondb.net/sprites/sword-shield/icon/pikachu-lets-go.png,Permitted,0
27,Alolan Sandshrew,Sandshrew,Alolan,7,NULL,Ice,Steel,300,50,75,90,10,35,40,https://img.pokemondb.net/sprites/sword-shield/icon/sandshrew-alolan.png,Permitted,0
27,Sandshrew,Sandshrew,NULL,1,NULL,Ground,NULL,300,50,75,85,20,30,40,https://img.pokemondb.net/sprites/sword-shield/icon/sandshrew.png,Permitted,0
29,Nidoran♀,Nidoran♀,NULL,1,NULL,Poison,NULL,275,55,47,52,40,40,41,https://img.pokemondb.net/sprites/sword-shield/icon/nidoran-f.png,Permitted,0
30,Nidorina,Nidorina,NULL,1,Nidoran-f,Poison,NULL,365,70,62,67,55,55,56,https://img.pokemondb.net/sprites/sword-shield/icon/nidorina.png,Permitted,0
31,Nidoqueen,Nidoqueen,NULL,1,Nidorina,Poison,Ground,505,90,92,87,75,85,76,https://img.pokemondb.net/sprites/sword-shield/icon/nidoqueen.png,Permitted,0
32,Nidoran♂,Nidoran♂,NULL,1,NULL,Poison,NULL,273,46,57,40,40,40,50,https://img.pokemondb.net/sprites/sword-shield/icon/nidoran-m.png,Permitted,0
33,Nidorino,Nidorino,NULL,1,Nidoran-m,Poison,NULL,365,61,72,57,55,55,65,https://img.pokemondb.net/sprites/sword-shield/icon/nidorino.png,Permitted,0
34,Nidoking,Nidoking,NULL,1,Nidorino,Poison,Ground,505,81,102,77,85,75,85,https://img.pokemondb.net/sprites/sword-shield/icon/nidoking.png,Permitted,0
37,Vulpix,Vulpix,NULL,1,NULL,Fire,NULL,299,38,41,40,50,65,65,https://img.pokemondb.net/sprites/sword-shield/icon/vulpix.png,Permitted,0
37,Alolan Vulpix,Vulpix,Alolan,7,NULL,Ice,NULL,299,38,41,40,50,65,65,https://img.pokemondb.net/sprites/sword-shield/icon/vulpix-alolan.png,Permitted,0
39,Jigglypuff,Jigglypuff,NULL,1,Igglybuff,Normal,Fairy,270,115,45,20,45,25,20,https://img.pokemondb.net/sprites/sword-shield/icon/jigglypuff.png,Permitted,0
41,Zubat,Zubat,NULL,1,NULL,Poison,Flying,245,40,45,35,30,40,55,https://img.pokemondb.net/sprites/sword-shield/icon/zubat.png,Permitted,0
42,Golbat,Golbat,NULL,1,Zubat,Poison,Flying,455,75,80,70,65,75,90,https://img.pokemondb.net/sprites/sword-shield/icon/golbat.png,Permitted,0
43,Oddish,Oddish,NULL,1,NULL,Grass,Poison,320,45,50,55,75,65,30,https://img.pokemondb.net/sprites/sword-shield/icon/oddish.png,Permitted,0
44,Gloom,Gloom,NULL,1,Oddish,Grass,Poison,395,60,65,70,85,75,40,https://img.pokemondb.net/sprites/sword-shield/icon/gloom.png,Permitted,0
46,Paras,Paras,NULL,1,NULL,Bug,Grass,285,35,70,55,45,55,25,https://img.pokemondb.net/sprites/sword-shield/icon/paras.png,Permitted,0
47,Parasect,Parasect,NULL,1,Paras,Bug,Grass,405,60,95,80,60,80,30,https://img.pokemondb.net/sprites/sword-shield/icon/parasect.png,Permitted,0
48,Venonat,Venonat,NULL,1,NULL,Bug,Poison,305,60,55,50,40,55,45,https://img.pokemondb.net/sprites/sword-shield/icon/venonat.png,Permitted,0
49,Venomoth,Venomoth,NULL,1,Venonat,Bug,Poison,450,70,65,60,90,75,90,https://img.pokemondb.net/sprites/sword-shield/icon/venomoth.png,Permitted,0
50,Alolan Diglett,Diglett,Alolan,7,NULL,Ground,Steel,265,10,55,30,35,45,90,https://img.pokemondb.net/sprites/sword-shield/icon/diglett-alolan.png,Permitted,0
50,Diglett,Diglett,NULL,1,NULL,Ground,NULL,265,10,55,25,35,45,95,https://img.pokemondb.net/sprites/sword-shield/icon/diglett.png,Permitted,0
51,Alolan Dugtrio,Dugtrio,Alolan,7,Diglett,Ground,Steel,425,35,100,60,50,70,110,https://img.pokemondb.net/sprites/sword-shield/icon/dugtrio-alolan.png,Permitted,0
52,Meowth,Meowth,NULL,1,NULL,Normal,NULL,290,40,45,35,40,40,90,https://img.pokemondb.net/sprites/sword-shield/icon/meowth.png,Permitted,0
52,Alolan Meowth,Meowth,Alolan,7,NULL,Dark,NULL,290,40,35,35,50,40,90,https://img.pokemondb.net/sprites/sword-shield/icon/meowth-alolan.png,Permitted,0
52,Galarian Meowth,Meowth,Galarian,8,NULL,Steel,NULL,290,50,65,55,40,40,40,https://img.pokemondb.net/sprites/sword-shield/icon/meowth-galarian.png,Permitted,0
53,Persian,Persian,NULL,1,Meowth,Normal,NULL,440,65,70,60,65,65,115,https://img.pokemondb.net/sprites/sword-shield/icon/persian.png,Permitted,0
54,Psyduck,Psyduck,NULL,1,NULL,Water,NULL,320,50,52,48,65,50,55,https://img.pokemondb.net/sprites/sword-shield/icon/psyduck.png,Permitted,0
56,Mankey,Mankey,NULL,1,NULL,Fighting,NULL,305,40,80,35,35,45,70,https://img.pokemondb.net/sprites/sword-shield/icon/mankey.png,Permitted,0
57,Primeape,Primeape,NULL,1,Mankey,Fighting,NULL,455,65,105,60,60,70,95,https://img.pokemondb.net/sprites/sword-shield/icon/primeape.png,Permitted,0
58,Hisuian Growlithe,Growlithe,Hisuian,1,NULL,Fire,Rock,350,60,75,45,65,50,55,https://img.pokemondb.net/s.png,Permitted,0
58,Growlithe,Growlithe,NULL,1,NULL,Fire,NULL,350,55,70,45,70,50,60,https://img.pokemondb.net/sprites/sword-shield/icon/growlithe.png,Permitted,0
59,Hisuian Arcanine,Arcanine,Hisuian,1,Growlithe,Fire,Rock,555,95,115,80,95,80,90,https://img.pokemondb.net/s.png,Permitted,0
60,Poliwag,Poliwag,NULL,1,NULL,Water,NULL,300,40,50,40,40,40,90,https://img.pokemondb.net/sprites/sword-shield/icon/poliwag.png,Permitted,0
61,Poliwhirl,Poliwhirl,NULL,1,Poliwag,Water,NULL,385,65,65,65,50,50,90,https://img.pokemondb.net/sprites/sword-shield/icon/poliwhirl.png,Permitted,0
63,Abra,Abra,NULL,1,NULL,Psychic,NULL,310,25,20,15,105,55,90,https://img.pokemondb.net/sprites/sword-shield/icon/abra.png,Permitted,0
64,Kadabra,Kadabra,NULL,1,Abra,Psychic,NULL,400,40,35,30,120,70,105,https://img.pokemondb.net/sprites/sword-shield/icon/kadabra.png,Permitted,0
65,Mega Alakazam,Alakazam,Mega,6,Alakazam,Psychic,NULL,600,55,50,65,175,105,150,https://img.pokemondb.net/sprites/sword-shield/icon/alakazam-mega.png,Banned,0
66,Machop,Machop,NULL,1,NULL,Fighting,NULL,305,70,80,50,35,35,35,https://img.pokemondb.net/sprites/sword-shield/icon/machop.png,Permitted,0
67,Machoke,Machoke,NULL,1,Machop,Fighting,NULL,405,80,100,70,50,60,45,https://img.pokemondb.net/sprites/sword-shield/icon/machoke.png,Permitted,0
69,Bellsprout,Bellsprout,NULL,1,NULL,Grass,Poison,300,50,75,35,70,30,40,https://img.pokemondb.net/sprites/sword-shield/icon/bellsprout.png,Permitted,0
70,Weepinbell,Weepinbell,NULL,1,Bellsprout,Grass,Poison,390,65,90,50,85,45,55,https://img.pokemondb.net/sprites/sword-shield/icon/weepinbell.png,Permitted,0
71,Victreebel,Victreebel,NULL,1,Weepinbell,Grass,Poison,490,80,105,65,100,70,70,https://img.pokemondb.net/sprites/sword-shield/icon/victreebel.png,Permitted,0
72,Tentacool,Tentacool,NULL,1,NULL,Water,Poison,335,40,40,35,50,100,70,https://img.pokemondb.net/sprites/sword-shield/icon/tentacool.png,Permitted,0
74,Geodude,Geodude,NULL,1,NULL,Rock,Ground,300,40,80,100,30,30,20,https://img.pokemondb.net/sprites/sword-shield/icon/geodude.png,Permitted,0
74,Alolan Geodude,Geodude,Alolan,7,NULL,Rock,Electric,300,40,80,100,30,30,20,https://img.pokemondb.net/sprites/sword-shield/icon/geodude-alolan.png,Permitted,0
75,Graveler,Graveler,NULL,1,Geodude,Rock,Ground,390,55,95,115,45,45,35,https://img.pokemondb.net/sprites/sword-shield/icon/graveler.png,Permitted,0
75,Alolan Graveler,Graveler,Alolan,7,Geodude,Rock,Electric,390,55,95,115,45,45,35,https://img.pokemondb.net/sprites/sword-shield/icon/graveler-alolan.png,Permitted,0
76,Golem,Golem,NULL,1,Graveler,Rock,Ground,495,80,120,130,55,65,45,https://img.pokemondb.net/sprites/sword-shield/icon/golem.png,Permitted,0
76,Alolan Golem,Golem,Alolan,7,Graveler,Rock,Electric,495,80,120,130,55,65,45,https://img.pokemondb.net/sprites/sword-shield/icon/golem-alolan.png,Permitted,0
77,Ponyta,Ponyta,NULL,1,NULL,Fire,NULL,410,50,85,55,65,65,90,https://img.pokemondb.net/sprites/sword-shield/icon/ponyta.png,Permitted,0
77,Galarian Ponyta,Ponyta,Galarian,8,NULL,Psychic,NULL,410,50,85,55,65,65,90,https://img.pokemondb.net/sprites/sword-shield/icon/ponyta-galarian.png,Permitted,0
78,Rapidash,Rapidash,NULL,1,Ponyta,Fire,NULL,500,65,100,70,80,80,105,https://img.pokemondb.net/sprites/sword-shield/icon/rapidash.png,Permitted,0
78,Galarian Rapidash,Rapidash,Galarian,8,Ponyta,Psychic,Fairy,500,65,100,70,80,80,105,https://img.pokemondb.net/sprites/sword-shield/icon/rapidash-galarian.png,Permitted,0
79,Galarian Slowpoke,Slowpoke,Galarian,8,NULL,Psychic,NULL,315,90,65,65,40,40,15,https://img.pokemondb.net/sprites/sword-shield/icon/slowpoke-galarian.png,Permitted,0
79,Slowpoke,Slowpoke,NULL,1,NULL,Water,Psychic,315,90,65,65,40,40,15,https://img.pokemondb.net/sprites/sword-shield/icon/slowpoke.png,Permitted,0
80,Mega Slowbro,Slowbro,Mega,6,Slowbro,Water,Psychic,590,95,75,180,130,80,30,https://img.pokemondb.net/sprites/sword-shield/icon/slowbro-mega.png,Banned,0
81,Magnemite,Magnemite,NULL,1,NULL,Electric,Steel,325,25,35,70,95,55,45,https://img.pokemondb.net/sprites/sword-shield/icon/magnemite.png,Permitted,0
83,Farfetch'd,Farfetch'd,NULL,1,NULL,Normal,Flying,377,52,90,55,58,62,60,https://img.pokemondb.net/sprites/sword-shield/icon/farfetchd.png,Permitted,0
83,Galarian Farfetch'd,Farfetch'd,Galarian,8,NULL,Fighting,NULL,377,52,95,55,58,62,55,https://img.pokemondb.net/sprites/sword-shield/icon/farfetchd-galarian.png,Permitted,0
84,Doduo,Doduo,NULL,1,NULL,Normal,Flying,310,35,85,45,35,35,75,https://img.pokemondb.net/sprites/sword-shield/icon/doduo.png,Permitted,0
85,Dodrio,Dodrio,NULL,1,Doduo,Normal,Flying,470,60,110,70,60,60,110,https://img.pokemondb.net/sprites/sword-shield/icon/dodrio.png,Permitted,0
86,Seel,Seel,NULL,1,NULL,Water,NULL,325,65,45,55,45,70,45,https://img.pokemondb.net/sprites/sword-shield/icon/seel.png,Permitted,0
87,Dewgong,Dewgong,NULL,1,Seel,Water,Ice,475,90,70,80,70,95,70,https://img.pokemondb.net/sprites/sword-shield/icon/dewgong.png,Permitted,0
88,Grimer,Grimer,NULL,1,NULL,Poison,NULL,325,80,80,50,40,50,25,https://img.pokemondb.net/sprites/sword-shield/icon/grimer.png,Permitted,0
88,Alolan Grimer,Grimer,Alolan,7,NULL,Poison,Dark,325,80,80,50,40,50,25,https://img.pokemondb.net/sprites/sword-shield/icon/grimer-alolan.png,Permitted,0
89,Alolan Muk,Muk,Alolan,7,Grimer,Poison,Dark,500,105,105,75,65,100,50,https://img.pokemondb.net/sprites/sword-shield/icon/muk-alolan.png,Permitted,0
89,Muk,Muk,NULL,1,Grimer,Poison,NULL,500,105,105,75,65,100,50,https://img.pokemondb.net/sprites/sword-shield/icon/muk.png,Permitted,0
90,Shellder,Shellder,NULL,1,NULL,Water,NULL,305,30,65,100,45,25,40,https://img.pokemondb.net/sprites/sword-shield/icon/shellder.png,Permitted,0
92,Gastly,Gastly,NULL,1,NULL,Ghost,Poison,310,30,35,30,100,35,80,https://img.pokemondb.net/sprites/sword-shield/icon/gastly.png,Permitted,0
93,Haunter,Haunter,NULL,1,Gastly,Ghost,Poison,405,45,50,45,115,55,95,https://img.pokemondb.net/sprites/sword-shield/icon/haunter.png,Permitted,0
94,Mega Gengar,Gengar,Mega,6,Gengar,Ghost,Poison,600,60,65,80,170,95,130,https://img.pokemondb.net/sprites/sword-shield/icon/gengar-mega.png,Banned,0
95,Onix,Onix,NULL,1,NULL,Rock,Ground,385,35,45,160,30,45,70,https://img.pokemondb.net/sprites/sword-shield/icon/onix.png,Permitted,0
96,Drowzee,Drowzee,NULL,1,NULL,Psychic,NULL,328,60,48,45,43,90,42,https://img.pokemondb.net/sprites/sword-shield/icon/drowzee.png,Permitted,0
97,Hypno,Hypno,NULL,1,Drowzee,Psychic,NULL,483,85,73,70,73,115,67,https://img.pokemondb.net/sprites/sword-shield/icon/hypno.png,Permitted,0
98,Krabby,Krabby,NULL,1,NULL,Water,NULL,325,30,105,90,25,25,50,https://img.pokemondb.net/sprites/sword-shield/icon/krabby.png,Permitted,0
100,Hisuian Voltorb,Voltorb,Hisuian,1,NULL,Electric,Grass,330,40,30,50,55,55,100,https://img.pokemondb.net/s.png,Permitted,0
100,Voltorb,Voltorb,NULL,1,NULL,Electric,NULL,330,40,30,50,55,55,100,https://img.pokemondb.net/sprites/sword-shield/icon/voltorb.png,Permitted,0
101,Hisuian Electrode,Electrode,Hisuian,1,Voltorb,Electric,Grass,490,60,50,70,80,80,150,https://img.pokemondb.net/s.png,Permitted,0
101,Electrode,Electrode,NULL,1,Voltorb,Electric,NULL,490,60,50,70,80,80,150,https://img.pokemondb.net/sprites/sword-shield/icon/electrode.png,Permitted,0
102,Exeggcute,Exeggcute,NULL,1,NULL,Grass,Psychic,325,60,40,80,60,45,40,https://img.pokemondb.net/sprites/sword-shield/icon/exeggcute.png,Permitted,0
104,Cubone,Cubone,NULL,1,NULL,Ground,NULL,320,50,50,95,40,50,35,https://img.pokemondb.net/sprites/sword-shield/icon/cubone.png,Permitted,0
107,Hitmonchan,Hitmonchan,NULL,1,Tyrogue,Fighting,NULL,455,50,105,79,35,110,76,https://img.pokemondb.net/sprites/sword-shield/icon/hitmonchan.png,Permitted,0
108,Lickitung,Lickitung,NULL,1,NULL,Normal,NULL,385,90,55,75,60,75,30,https://img.pokemondb.net/sprites/sword-shield/icon/lickitung.png,Permitted,0
109,Koffing,Koffing,NULL,1,NULL,Poison,NULL,340,40,65,95,60,45,35,https://img.pokemondb.net/sprites/sword-shield/icon/koffing.png,Permitted,0
111,Rhyhorn,Rhyhorn,NULL,1,NULL,Ground,Rock,345,80,85,95,30,30,25,https://img.pokemondb.net/sprites/sword-shield/icon/rhyhorn.png,Permitted,0
112,Rhydon,Rhydon,NULL,1,Rhyhorn,Ground,Rock,485,105,130,120,45,45,40,https://img.pokemondb.net/sprites/sword-shield/icon/rhydon.png,Permitted,0
115,Mega Kangaskhan,Kangaskhan,Mega,6,Kangaskhan,Normal,NULL,590,105,125,100,60,100,100,https://img.pokemondb.net/sprites/sword-shield/icon/kangaskhan-mega.png,Banned,0
116,Horsea,Horsea,NULL,1,NULL,Water,NULL,295,30,40,70,70,25,60,https://img.pokemondb.net/sprites/sword-shield/icon/horsea.png,Permitted,0
117,Seadra,Seadra,NULL,1,Horsea,Water,NULL,440,55,65,95,95,45,85,https://img.pokemondb.net/sprites/sword-shield/icon/seadra.png,Permitted,0
118,Goldeen,Goldeen,NULL,1,NULL,Water,NULL,320,45,67,60,35,50,63,https://img.pokemondb.net/sprites/sword-shield/icon/goldeen.png,Permitted,0
120,Staryu,Staryu,NULL,1,NULL,Water,NULL,340,30,45,55,70,55,85,https://img.pokemondb.net/sprites/sword-shield/icon/staryu.png,Permitted,0
124,Jynx,Jynx,NULL,1,Smoochum,Ice,Psychic,455,65,50,35,115,95,95,https://img.pokemondb.net/sprites/sword-shield/icon/jynx.png,Permitted,0
125,Electabuzz,Electabuzz,NULL,1,Elekid,Electric,NULL,490,65,83,57,95,85,105,https://img.pokemondb.net/sprites/sword-shield/icon/electabuzz.png,Permitted,0
126,Magmar,Magmar,NULL,1,Magby,Fire,NULL,495,65,95,57,100,85,93,https://img.pokemondb.net/sprites/sword-shield/icon/magmar.png,Permitted,0
127,Mega Pinsir,Pinsir,Mega,6,Pinsir,Bug,Flying,600,65,155,120,65,90,105,https://img.pokemondb.net/sprites/sword-shield/icon/pinsir-mega.png,Banned,0
127,Pinsir,Pinsir,NULL,1,NULL,Bug,NULL,500,65,125,100,55,70,85,https://img.pokemondb.net/sprites/sword-shield/icon/pinsir.png,Permitted,0
129,Magikarp,Magikarp,NULL,1,NULL,Water,NULL,200,20,10,55,15,20,80,https://img.pokemondb.net/sprites/sword-shield/icon/magikarp.png,Permitted,0
130,Mega Gyarados,Gyarados,Mega,6,Gyarados,Water,Dark,640,95,155,109,70,130,81,https://img.pokemondb.net/sprites/sword-shield/icon/gyarados-mega.png,Banned,0
133,Partner Eevee,Eevee,Partner,1,NULL,Normal,NULL,435,65,75,70,65,85,75,https://img.pokemondb.net/sprites/sword-shield/icon/eevee-lets-go.png,Permitted,0
133,Eevee,Eevee,NULL,1,NULL,Normal,NULL,325,55,55,50,45,65,55,https://img.pokemondb.net/sprites/sword-shield/icon/eevee.png,Permitted,0
137,Porygon,Porygon,NULL,1,NULL,Normal,NULL,395,65,60,70,85,75,40,https://img.pokemondb.net/sprites/sword-shield/icon/porygon.png,Permitted,0
138,Omanyte,Omanyte,NULL,1,NULL,Rock,Water,355,35,40,100,90,55,35,https://img.pokemondb.net/sprites/sword-shield/icon/omanyte.png,Permitted,0
139,Omastar,Omastar,NULL,1,Omanyte,Rock,Water,495,70,60,125,115,70,55,https://img.pokemondb.net/sprites/sword-shield/icon/omastar.png,Permitted,0
140,Kabuto,Kabuto,NULL,1,NULL,Rock,Water,355,30,80,90,55,45,55,https://img.pokemondb.net/sprites/sword-shield/icon/kabuto.png,Permitted,0
142,Mega Aerodactyl,Aerodactyl,Mega,6,Aerodactyl,Rock,Flying,615,80,135,85,70,95,150,https://img.pokemondb.net/sprites/sword-shield/icon/aerodactyl-mega.png,Banned,0
147,Dratini,Dratini,NULL,1,NULL,Dragon,NULL,300,41,64,45,50,50,50,https://img.pokemondb.net/sprites/sword-shield/icon/dratini.png,Permitted,0
148,Dragonair,Dragonair,NULL,1,Dratini,Dragon,NULL,420,61,84,65,70,70,70,https://img.pokemondb.net/sprites/sword-shield/icon/dragonair.png,Permitted,0
152,Chikorita,Chikorita,NULL,2,NULL,Grass,NULL,318,45,49,65,49,65,45,https://img.pokemondb.net/sprites/sword-shield/icon/chikorita.png,Permitted,0
153,Bayleef,Bayleef,NULL,2,Chikorita,Grass,NULL,405,60,62,80,63,80,60,https://img.pokemondb.net/sprites/sword-shield/icon/bayleef.png,Permitted,0
154,Meganium,Meganium,NULL,2,Bayleef,Grass,NULL,525,80,82,100,83,100,80,https://img.pokemondb.net/sprites/sword-shield/icon/meganium.png,Permitted,0
155,Cyndaquil,Cyndaquil,NULL,2,NULL,Fire,NULL,309,39,52,43,60,50,65,https://img.pokemondb.net/sprites/sword-shield/icon/cyndaquil.png,Permitted,0
156,Quilava,Quilava,NULL,2,Cyndaquil,Fire,NULL,405,58,64,58,80,65,80,https://img.pokemondb.net/sprites/sword-shield/icon/quilava.png,Permitted,0
157,Hisuian Typhlosion,Typhlosion,Hisuian,2,Quilava,Fire,Ghost,534,73,84,78,119,85,95,https://img.pokemondb.net/s.png,Permitted,0
157,Typhlosion,Typhlosion,NULL,2,Quilava,Fire,NULL,534,78,84,78,109,85,100,https://img.pokemondb.net/sprites/sword-shield/icon/typhlosion.png,Permitted,0
158,Totodile,Totodile,NULL,2,NULL,Water,NULL,314,50,65,64,44,48,43,https://img.pokemondb.net/sprites/sword-shield/icon/totodile.png,Permitted,0
159,Croconaw,Croconaw,NULL,2,Totodile,Water,NULL,405,65,80,80,59,63,58,https://img.pokemondb.net/sprites/sword-shield/icon/croconaw.png,Permitted,0
160,Feraligatr,Feraligatr,NULL,2,Croconaw,Water,NULL,530,85,105,100,79,83,78,https://img.pokemondb.net/sprites/sword-shield/icon/feraligatr.png,Permitted,0
161,Sentret,Sentret,NULL,2,NULL,Normal,NULL,215,35,46,34,35,45,20,https://img.pokemondb.net/sprites/sword-shield/icon/sentret.png,Permitted,0
162,Furret,Furret,NULL,2,Sentret,Normal,NULL,415,85,76,64,45,55,90,https://img.pokemondb.net/sprites/sword-shield/icon/furret.png,Permitted,0
163,Hoothoot,Hoothoot,NULL,2,NULL,Normal,Flying,262,60,30,30,36,56,50,https://img.pokemondb.net/sprites/sword-shield/icon/hoothoot.png,Permitted,0
165,Ledyba,Ledyba,NULL,2,NULL,Bug,Flying,265,40,20,30,40,80,55,https://img.pokemondb.net/sprites/sword-shield/icon/ledyba.png,Permitted,0
166,Ledian,Ledian,NULL,2,Ledyba,Bug,Flying,390,55,35,50,55,110,85,https://img.pokemondb.net/sprites/sword-shield/icon/ledian.png,Permitted,0
167,Spinarak,Spinarak,NULL,2,NULL,Bug,Poison,250,40,60,40,40,40,30,https://img.pokemondb.net/sprites/sword-shield/icon/spinarak.png,Permitted,0
168,Ariados,Ariados,NULL,2,Spinarak,Bug,Poison,400,70,90,70,60,70,40,https://img.pokemondb.net/sprites/sword-shield/icon/ariados.png,Permitted,0
170,Chinchou,Chinchou,NULL,2,NULL,Water,Electric,330,75,38,38,56,56,67,https://img.pokemondb.net/sprites/sword-shield/icon/chinchou.png,Permitted,0
171,Lanturn,Lanturn,NULL,2,Chinchou,Water,Electric,460,125,58,58,76,76,67,https://img.pokemondb.net/sprites/sword-shield/icon/lanturn.png,Permitted,0
177,Natu,Natu,NULL,2,NULL,Psychic,Flying,320,40,50,45,70,45,70,https://img.pokemondb.net/sprites/sword-shield/icon/natu.png,Permitted,0
178,Xatu,Xatu,NULL,2,Natu,Psychic,Flying,470,65,75,70,95,70,95,https://img.pokemondb.net/sprites/sword-shield/icon/xatu.png,Permitted,0
179,Mareep,Mareep,NULL,2,NULL,Electric,NULL,280,55,40,40,65,45,35,https://img.pokemondb.net/sprites/sword-shield/icon/mareep.png,Permitted,0
180,Flaaffy,Flaaffy,NULL,2,Mareep,Electric,NULL,365,70,55,55,80,60,45,https://img.pokemondb.net/sprites/sword-shield/icon/flaaffy.png,Permitted,0
181,Ampharos,Ampharos,NULL,2,Flaaffy,Electric,NULL,510,90,75,85,115,90,55,https://img.pokemondb.net/sprites/sword-shield/icon/ampharos.png,Permitted,0
181,Mega Ampharos,Ampharos,Mega,6,Ampharos,Electric,Dragon,610,90,95,105,165,110,45,https://img.pokemondb.net/sprites/sword-shield/icon/ampharos-mega.png,Banned,0
182,Bellossom,Bellossom,NULL,2,Gloom,Grass,NULL,490,75,80,95,90,100,50,https://img.pokemondb.net/sprites/sword-shield/icon/bellossom.png,Permitted,0
183,Marill,Marill,NULL,2,Azurill,Water,Fairy,250,70,20,50,20,50,40,https://img.pokemondb.net/sprites/sword-shield/icon/marill.png,Permitted,0
185,Sudowoodo,Sudowoodo,NULL,2,Bonsly,Rock,NULL,410,70,100,115,30,65,30,https://img.pokemondb.net/sprites/sword-shield/icon/sudowoodo.png,Permitted,0
187,Hoppip,Hoppip,NULL,2,NULL,Grass,Flying,250,35,35,40,35,55,50,https://img.pokemondb.net/sprites/sword-shield/icon/hoppip.png,Permitted,0
188,Skiploom,Skiploom,NULL,2,Hoppip,Grass,Flying,340,55,45,50,45,65,80,https://img.pokemondb.net/sprites/sword-shield/icon/skiploom.png,Permitted,0
189,Jumpluff,Jumpluff,NULL,2,Skiploom,Grass,Flying,460,75,55,70,55,95,110,https://img.pokemondb.net/sprites/sword-shield/icon/jumpluff.png,Permitted,0
190,Aipom,Aipom,NULL,2,NULL,Normal,NULL,360,55,70,55,40,55,85,https://img.pokemondb.net/sprites/sword-shield/icon/aipom.png,Permitted,0
191,Sunkern,Sunkern,NULL,2,NULL,Grass,NULL,180,30,30,30,30,30,30,https://img.pokemondb.net/sprites/sword-shield/icon/sunkern.png,Permitted,0
192,Sunflora,Sunflora,NULL,2,Sunkern,Grass,NULL,425,75,75,55,105,85,30,https://img.pokemondb.net/sprites/sword-shield/icon/sunflora.png,Permitted,0
193,Yanma,Yanma,NULL,2,NULL,Bug,Flying,390,65,65,45,75,45,95,https://img.pokemondb.net/sprites/sword-shield/icon/yanma.png,Permitted,0
194,Wooper,Wooper,NULL,2,NULL,Water,Ground,210,55,45,45,25,25,15,https://img.pokemondb.net/sprites/sword-shield/icon/wooper.png,Permitted,0
195,Quagsire,Quagsire,NULL,2,Wooper,Water,Ground,430,95,85,85,65,65,35,https://img.pokemondb.net/sprites/sword-shield/icon/quagsire.png,Permitted,0
198,Murkrow,Murkrow,NULL,2,NULL,Dark,Flying,405,60,85,42,85,42,91,https://img.pokemondb.net/sprites/sword-shield/icon/murkrow.png,Permitted,0
199,Galarian Slowking,Slowking,Galarian,8,Slowpoke,Poison,Psychic,490,95,65,80,110,110,30,https://img.pokemondb.net/sprites/sword-shield/icon/slowking-galarian.png,Permitted,0
